"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification",SV0000000000,"Latitude","Longitude"
"9100MASH","MASH","MTA","Mountain Ash Rail Station","","U",304940,198960,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST0494098960,51.681329,-3.3763412
"9100MATLCKB","MATLCKB","MTB","Matlock Bath Rail Station","","U",429760,358445,"2003-11-04T00:00:00","2011-11-03T16:09:31",4,"rev",SK2976058445,53.122353,-1.5567589
"9100MATLOCK","MATLOCK","MAT","Matlock Rail Station","","U",429605,360230,"2003-11-04T00:00:00","2011-11-03T16:09:31",5,"rev",SK2960560230,53.138406,-1.5589108
"9100MAXWLPK","MAXWLPK","MAX","Maxwell Park Rail Station","","U",256770,662870,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS5677062870,55.837727,-4.2886918
"9100MAYBOLE","MAYBOLE","MAY","Maybole Rail Station","","U",229860,610030,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS2986010030,55.354735,-4.6852886
"9100MAZEH","MAZEH","MZH","Maze Hill Rail Station","","U",539175,177865,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3917577865,51.482623,0.0029141273
"9100MBRK","MBRK","MBK","Millbrook (Hants) Rail Station","","U",439900,112600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SU3990012600,50.911494,-1.4338425
"9100MCHLDVR","MCHLDVR","MIC","Micheldever Rail Station","","U",451772,142833,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SU5177242833,51.182391,-1.2606777
"9100MCHYNLT","MCHYNLT","MCN","Machynlleth Rail Station","","U",274480,301320,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH7448001320,52.595135,-3.8545274
"9100MCKLFLD","MCKLFLD","MIK","Micklefield Rail Station","","U",444450,432712,"2005-04-04T00:00:00","2010-07-26T14:36:51",2,"rev",SE4445032712,53.788835,-1.3267931
"9100MDLSBRO","MDLSBRO","MBR","Middlesbrough Rail Station","","U",449564,520702,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ4956420702,54.579104,-1.2347172
"9100MDNHEAD","MDNHEAD","MAI","Maidenhead Rail Station","","U",488725,180745,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU8872580745,51.518667,-0.72266050
"9100MDNNWTN","MDNNWTN","MDN","Maiden Newton Rail Station","","U",359950,97980,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SY5995097980,50.780005,-2.5694296
"9100MDWD","MDWD","MDL","Middlewood Rail Station","","U",394550,384790,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ9455084790,53.359957,-2.0833531
"9100MEADWHL","MEADWHL","MHS","Meadowhall Rail Station","","U",439121,391345,"2003-11-04T00:00:00","2010-09-10T18:29:24",3,"rev",SK3912191345,53.417465,-1.4128515
"9100MELDRTH","MELDRTH","MEL","Meldreth Rail Station","","U",537730,245500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TL3773045500,52.090715,0.0089412128
"9100MELKSHM","MELKSHM","MKM","Melksham Rail Station","","U",390040,164540,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",ST9004064540,51.379821,-2.1444970
"9100MELS","MELS","MEO","Meols Rail Station","","U",323350,389800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ2335089800,53.399438,-3.1542691
"9100MELTON","MELTON","MES","Melton (Suffolk) Rail Station","","U",628710,250380,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TM2871050380,52.104437,1.3382366
"9100MENHENT","MENHENT","MEN","Menheniot Rail Station","","U",228970,61260,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SX2897061260,50.426227,-4.4092229
"9100MENSTON","MENSTON","MNN","Menston Rail Station","","U",417480,444050,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE1748044050,53.892337,-1.7355101
"9100MEOLSCP","MEOLSCP","MEC","Meols Cop Rail Station","","U",335592,417083,"2003-11-04T00:00:00","2008-11-17T19:06:08",2,"rev",SD3559217083,53.646270,-2.9758037
"9100MEOPHAM","MEOPHAM","MEP","Meopham Rail Station","","U",564100,167900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6410067900,51.386422,0.35695150
"9100MERSTHM","MERSTHM","MHM","Merstham Rail Station","","U",529155,153291,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2915553291,51.264153,-0.15022568
"9100MERTHRV","MERTHRV","MEV","Merthyr Vale Rail Station","","U",307700,199500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST0770099500,51.686644,-3.3365755
"9100MERTHYR","MERTHYR","MER","Merthyr Tydfil Rail Station","","U",305010,206000,"2003-11-04T00:00:00","2011-05-18T16:57:18",5,"rev",SO0501006000,51.744620,-3.3772503
"9100MEXBRGH","MEXBRGH","MEX","Mexborough Rail Station","","U",447300,399600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK4730099600,53.490991,-1.2885613
"9100MFAM","MFAM","MFA","Morfa Mawddach Rail Station","","U",262800,314100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH6280014100,52.707126,-4.0321694
"9100MFLDTWN","MFLDTWN","MFT","Mansfield Rail Station","","U",453715,360850,"2003-11-04T00:00:00","2011-01-24T15:59:01",4,"rev",SK5371560850,53.142099,-1.1984341
"9100MFLDWSE","MFLDWSE","MSW","Mansfield Woodhouse Rail Station","","U",453460,363235,"2003-11-04T00:00:00","2011-01-24T15:59:01",3,"rev",SK5346063235,53.163561,-1.2018485
"9100MHERON","MHERON","MAO","Martins Heron Rail Station","","U",488820,168370,"2005-04-21T00:00:00","2011-01-24T15:59:01",2,"rev",SU8882068370,51.407410,-0.72439665
"9100MIDGHAM","MIDGHAM","MDG","Midgham Rail Station","","U",457305,166647,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU5730566647,51.395973,-1.1777112
"9100MILKNPK","MILKNPK","MIN","Milliken Park Rail Station","","U",241400,662000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS4140062000,55.825110,-4.5333579
"9100MINFFR","MINFFR","MFD","Minffordd Ffestiniog Railway Station","","U",259990,338530,"2003-11-04T00:00:00","2007-08-29T10:27:12",2,"rev",SH5999038530,52.925874,-4.0842092
"9100MINFORD","MINFORD","MFF","Minffordd Rail Station","","U",259940,338560,"2003-11-04T00:00:00","2007-08-29T10:27:12",2,"rev",SH5994038560,52.926130,-4.0849654
"9100MINMARS","MINMARS","MIM","Moreton-in-Marsh Rail Station","","U",420670,232690,"2005-03-18T00:00:00","2007-02-13T17:06:21",3,"rev",SP2067032690,51.992279,-1.7003804
"9100MINSTER","MINSTER","MSR","Minster Rail Station","","U",631192,164122,"2005-04-21T00:00:00","2006-11-24T15:29:01",2,"rev",TR3119264122,51.329173,1.3172166
"9100MIRFILD","MIRFILD","MIR","Mirfield Rail Station","","U",420410,419480,"2005-04-04T00:00:00","2010-07-26T14:36:59",4,"rev",SE2041019480,53.671399,-1.6925450
"9100MISTLEY","MISTLEY","MIS","Mistley Rail Station","","U",611884,231722,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TM1188431722,51.943629,1.0814001
"9100MITCHMJ","MITCHMJ","MIJ","Mitcham Junction Rail Station","","U",528270,167600,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev",TQ2827067600,51.392948,-0.15775664
"9100MKIN","MKIN","MNC","Markinch Rail Station","","U",329940,701510,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",NO2994001510,56.201014,-3.1307868
"9100MKNSCEN","MKNSCEN","MKC","Milton Keynes Central Rail Station","","U",484189,238029,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP8418938029,52.034287,-0.77414607
"9100MKTR","MKTR","MKR","Market Rasen Rail Station","","U",510715,388740,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",TF1071588740,53.383911,-0.33689881
"9100MLAIG","MLAIG","MLG","Mallaig Rail Station","","U",167560,797060,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NM6756097060,57.005987,-5.8295964
"9100MLBRKB","MLBRKB","MLB","Millbrook (Beds) Rail Station","","U",500707,240510,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL0070740510,52.053835,-0.53270310
"9100MLDSWTH","MLDSWTH","MLD","Mouldsworth Rail Station","","U",351220,370780,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SJ5122070780,53.231804,-2.7322244
"9100MLDTHRD","MLDTHRD","MAU","Mauldeth Road Rail Station","","U",386195,392940,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ8619592940,53.433060,-2.2092512
"9100MLFDHVN","MLFDHVN","MFH","Milford Haven Rail Station","","U",190026,206183,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SM9002606183,51.714971,-5.0409684
"9100MLFORD","MLFORD","MLF","Milford (Surrey) Rail Station","","U",495406,141335,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU9540641335,51.163318,-0.63694836
"9100MLGV","MLGV","MLN","Milngavie Rail Station","","U",255535,674455,"2003-11-04T00:00:00","2011-02-14T14:58:53",2,"rev",NS5553574455,55.941364,-4.3145803
"9100MLHB","MLHB","MIL","Mill Hill Broadway Rail Station","","U",521320,191925,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev",TQ2132091925,51.613091,-0.24923971
"9100MLHL","MLHL","MLH","Mill Hill (Lancs) Rail Station","","U",367000,426680,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD6700026680,53.735456,-2.5017353
"9100MLLM","MLLM","MLM","Millom Rail Station","","U",317200,480200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD1720080200,54.210822,-3.2710840
"9100MLSECMB","MLSECMB","MCB","Moulsecoomb Rail Station","","U",532530,106930,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3253006930,50.846720,-0.11884181
"9100MLSHILL","MLSHILL","MIH","Mills Hill (Manchester) Rail Station","","U",388734,406089,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SD8873406089,53.551309,-2.1715128
"9100MLTNSDG","MLTNSDG","MMO","Melton Mowbray Rail Station","","U",475280,318740,"2003-11-04T00:00:00","2011-02-07T18:51:08",2,"rev",SK7528018740,52.761029,-0.88586928
"9100MLVRNLK","MLVRNLK","MVL","Malvern Link Rail Station","","U",378223,247510,"2003-11-04T00:00:00","2011-11-03T16:09:31",4,"rev",SO7822347510,52.125467,-2.3195115
"9100MMIL","MMIL","MTM","Martin Mill Rail Station","","U",634155,146600,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TR3415546600,51.170676,1.3482171
"9100MNCRDGT","MNCRDGT","DGT","Deansgate Rail Station","","U",383434,397524,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ8343497524,53.474182,-2.2510509
"9100MNCRIAP","MNCRIAP","MIA","Manchester Airport Rail Station","","U",381932,385387,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ8193285387,53.365040,-2.2729795
"9100MNCROXR","MNCROXR","MCO","Manchester Oxford Road Rail Station","","U",384035,397505,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ8403597505,53.474030,-2.2419954
"9100MNCRPIC","MNCRPIC","MAN","Manchester Piccadilly Rail Station","","U",384772,397873,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ8477297873,53.477360,-2.2309099
"9100MNCRUFG","MNCRUFG","MUF","Manchester United FC Rail Station","","U",380800,396200,"2005-10-13T00:00:00","2006-09-18T18:24:34",1,"rev",SJ8080096200,53.462192,-2.2906528
"9100MNCRVIC","MNCRVIC","MCV","Manchester Victoria Rail Station","","U",384000,399000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ8400099000,53.487467,-2.2425994
"9100MNKRISB","MNKRISB","MRS","Monks Risborough Rail Station","","U",480937,204765,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP8093704765,51.735761,-0.82933369
"9100MNORBER","MNORBER","MRB","Manorbier Rail Station","","U",207000,199400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS0700099400,51.660157,-4.7918300
"9100MNRD","MNRD","MNR","Manor Road Rail Station","","U",322200,389300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ2220089300,53.394776,-3.1714376
"9100MNTVRNN","MNTVRNN","MTV","Mount Vernon Rail Station","","U",266485,662835,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev",NS6648562835,55.840200,-4.1336691
"9100MOBERLY","MOBERLY","MOB","Mobberley Rail Station","","U",377875,381410,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SJ7787581410,53.329138,-2.3336654
"9100MOCHARD","MOCHARD","MRD","Morchard Road Rail Station","","U",275000,105100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS7500005100,50.831897,-3.7763657
"9100MONIFTH","MONIFTH","MON","Monifieth Rail Station","","U",349700,732300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NO4970032300,56.480111,-2.8182474
"9100MONPELR","MONPELR","MTP","Montpelier Rail Station","","U",359205,174540,"2003-11-04T00:00:00","2009-01-19T12:59:18",2,"rev",ST5920574540,51.468348,-2.5886856
"9100MONTRSE","MONTRSE","MTS","Montrose Rail Station","","U",371200,758000,"2005-11-03T00:00:00","2007-02-13T17:06:21",2,"rev",NO7120058000,56.712797,-2.4720742
"9100MORAR","MORAR","MRR","Morar Rail Station","","U",167800,793000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NM6780093000,56.969718,-5.8219175
"9100MORCAME","MORCAME","MCM","Morecambe Rail Station","","U",343210,464170,"2003-11-04T00:00:00","2009-01-19T13:00:36",4,"rev",SD4321064170,54.070317,-2.8693080
"9100MORDENS","MORDENS","MDS","Morden South Rail Station","","U",525360,167880,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev",TQ2536067880,51.396115,-0.19946099
"9100MORETON","MORETON","MTN","Moreton (Dorset) Rail Station","","U",377960,89090,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev",SY7796089090,50.701029,-2.3134497
"9100MORFLDS","MORFLDS","MRF","Moorfields Rail Station","","U",334340,390650,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3434090650,53.408561,-2.9891878
"9100MORFNL","MORFNL","MRF","Moorfields Rail Station","","U",334341,390650,"2003-11-04T00:00:00","2007-11-14T16:28:57",2,"rev",SJ3434190650,53.408561,-2.9891727
"9100MORTHRP","MORTHRP","MRP","Moorthorpe Rail Station","","U",446100,411160,"2003-11-04T00:00:00","2010-07-26T14:37:04",2,"rev",SE4610011160,53.594995,-1.3049470
"9100MOSSLEY","MOSSLEY","MSL","Mossley (Manchester) Rail Station","","U",397360,402034,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SD9736002034,53.514977,-2.0412819
"9100MOTFONT","MOTFONT","DBG","Mottisfont & Dunbridge Rail Station","","U",431855,126160,"2003-11-04T00:00:00","2011-05-23T18:36:02",4,"rev",SU3185526160,51.033924,-1.5470848
"9100MOTHRWL","MOTHRWL","MTH","Motherwell Rail Station","","U",275054,657175,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",NS7505457175,55.791673,-3.9943252
"9100MOTNGHM","MOTNGHM","MTG","Mottingham Rail Station","","U",542580,173240,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev",TQ4258073240,51.440217,0.050053948
"9100MOTO","MOTO","MRT","Moreton (Merseyside) Rail Station","","U",326074,390621,"2003-11-04T00:00:00","2008-11-12T18:05:25",2,"rev",SJ2607490621,53.407205,-3.1135019
"9100MOTSPRP","MOTSPRP","MOT","Motspur Park Rail Station","","U",522575,167710,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev",TQ2257567710,51.395195,-0.23953077
"9100MPRT","MPRT","MRY","Maryport Rail Station","","U",303840,536170,"2003-11-04T00:00:00","2011-03-07T15:31:51",4,"rev",NY0384036170,54.711318,-3.4940743
"9100MRCH","MRCH","MCH","March Rail Station","","U",541857,297838,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev",TL4185797838,52.559892,0.091197748
"9100MRGT","MRGT","MOG","Moorgate Rail Station","","U",532693,181683,"2006-09-08T14:30:00","2010-06-04T17:57:00",3,"rev",TQ3269381683,51.518490,-0.088943407
"9100MRKSTEY","MRKSTEY","MKT","Marks Tey Rail Station","","U",591668,223925,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL9166823925,51.880937,0.78332739
"9100MRKTHRB","MRKTHRB","MHR","Market Harborough Rail Station","","U",474170,287425,"2003-11-04T00:00:00","2010-10-13T15:33:07",4,"rev",SP7417087425,52.479720,-0.90933222
"9100MRLY","MRLY","MLY","Morley Rail Station","","U",427070,428250,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE2707028250,53.749922,-1.5909767
"9100MRPTHRP","MRPTHRP","MPT","Morpeth Rail Station","","U",420290,585385,"2003-11-04T00:00:00","2010-12-20T15:37:54",4,"rev",NZ2029085385,55.162375,-1.6830745
"9100MRRYTON","MRRYTON","MEY","Merryton Rail Station","","U",275925,652365,"2005-11-16T00:00:00","2006-09-18T18:24:34",1,"rev",NS7592552365,55.748705,-3.9782534
"9100MRSD","MRSD","MSD","Moorside Rail Station","","U",376770,402235,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SD7677002235,53.516272,-2.3517994
"9100MRSK","MRSK","MSK","Marske Rail Station","","U",463500,521800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ6350021800,54.587416,-1.0189097
"9100MRSN","MRSN","MSN","Marsden Rail Station","","U",404680,411849,"2003-11-04T00:00:00","2008-05-29T15:31:48",2,"rev",SE0468011849,53.603185,-1.9307498
"9100MRSTNGR","MRSTNGR","MGN","Marston Green Rail Station","","U",416700,285500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP1670085500,52.467187,-1.7556069
"9100MRTLKE","MRTLKE","MTL","Mortlake Rail Station","","U",520465,175770,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev",TQ2046575770,51.468085,-0.26710564
"9100MRYHILL","MRYHILL","MYH","Maryhill Rail Station","","U",256237,669560,"2003-11-04T00:00:00","2010-10-13T15:31:21",2,"rev",NS5623769560,55.897629,-4.3007450
"9100MRYLAND","MRYLAND","MYL","Maryland Rail Station","","U",539183,184927,"2003-11-04T00:00:00","2009-03-30T16:45:31",2,"rev",TQ3918384927,51.546080,0.0058151307
"9100MSELBGH","MSELBGH","MUB","Musselburgh Rail Station","","U",333050,671690,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT3305071690,55.933589,-3.0732008
"9100MSGT","MSGT","MSS","Moses Gate Rail Station","","U",373520,406670,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD7352006670,53.555980,-2.4011880
"9100MSLH","MSLH","MSH","Mossley Hill Rail Station","","U",339200,387300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3920087300,53.379036,-2.9154430
"9100MSSD","MSSD","MOS","Moss Side Rail Station","","U",337940,430260,"2003-11-04T00:00:00","2011-02-07T18:49:18",2,"rev",SD3794030260,53.764975,-2.9429345
"9100MSSPARK","MSSPARK","MPK","Mosspark Rail Station","","U",253050,663340,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev",NS5305063340,55.840828,-4.3482925
"9100MSTN","MSTN","MSO","Moston Rail Station","","U",388759,402986,"2005-11-03T00:00:00","2009-01-05T10:12:59",2,"rev",SD8875902986,53.523418,-2.1710228
"9100MSTONEB","MSTONEB","MDB","Maidstone Barracks Rail Station","","U",575440,156115,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ7544056115,51.277168,0.51396015
"9100MSTONEE","MSTONEE","MDE","Maidstone East Rail Station","","U",575949,156206,"2005-04-21T00:00:00","2006-11-24T15:29:01",2,"rev",TQ7594956206,51.277828,0.52129506
"9100MSTONEW","MSTONEW","MDW","Maidstone West Rail Station","","U",575592,155374,"2005-04-21T00:00:00","2006-11-24T15:29:01",2,"rev",TQ7559255374,51.270465,0.51577344
"9100MTFL","MTFL","MFL","Mount Florida Rail Station","","U",258455,661570,"2003-11-04T00:00:00","2011-02-14T14:58:53",2,"rev",NS5845561570,55.826554,-4.2611315
"9100MTHRNGH","MTHRNGH","MGM","Metheringham Rail Station","","U",507700,361400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TF0770061400,53.138878,-0.39145313
"9100MTIMER","MTIMER","MOR","Mortimer Rail Station","","U",467233,164110,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SU6723364110,51.372077,-1.0355100
"9100MUIREND","MUIREND","MUI","Muirend Rail Station","","U",257562,659695,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev",NS5756259695,55.809457,-4.2743916
"9100MUROORD","MUROORD","MOO","Muir of Ord Rail Station","","U",252742,850189,"2003-11-04T00:00:00","2010-02-25T14:54:42",2,"rev",NH5274250189,57.517846,-4.4602329
"9100MYTHLMR","MYTHLMR","MYT","Mytholmroyd Rail Station","","U",401323,425845,"2003-11-04T00:00:00","2008-05-29T15:31:57",2,"rev",SE0132325845,53.729001,-1.9814258
"9100NABT","NABT","NTA","Newton Abbot Rail Station","","U",286752,71200,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SX8675271200,50.529584,-3.5991668
"9100NAFERTN","NAFERTN","NFN","Nafferton Rail Station","","U",505860,458450,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",TA0586058450,54.011221,-0.38607607
"9100NAILSEA","NAILSEA","NLS","Nailsea & Backwell Rail Station","","U",347900,169200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST4790069200,51.419407,-2.7506338
"9100NAIRN","NAIRN","NRN","Nairn Rail Station","","U",288160,856010,"2003-11-04T00:00:00","2010-02-25T14:54:27",2,"rev",NH8816056010,57.580244,-3.8720000
"9100NANTWCH","NANTWCH","NAN","Nantwich Rail Station","","U",365320,351940,"2003-11-04T00:00:00","2011-11-03T16:09:31",4,"rev",SJ6532051940,53.063570,-2.5189592
"9100NARBRO","NARBRO","NBR","Narborough Rail Station","","U",454090,297350,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP5409097350,52.571292,-1.2033461
"9100NAVGTNR","NAVGTNR","NVR","Navigation Road Rail Station","","U",377261,388782,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ7726188782,53.395374,-2.3434171
"9100NBARNET","NBARNET","NBA","New Barnet Rail Station","","U",526500,196000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2650096000,51.648573,-0.17299716
"9100NBCKNHM","NBCKNHM","NBC","New Beckenham Rail Station","","U",536720,170470,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3672070470,51.416768,-0.035273506
"9100NBERWCK","NBERWCK","NBW","North Berwick Rail Station","","U",354590,685150,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT5459085150,56.057035,-2.7307416
"9100NBRWGE","NBRWGE","NBE","Newbridge Rail Station","","U",321053,196956,"2008-01-11T09:15:43","2008-01-11T09:15:43",0,"new",ST2105396956,51.665814,-3.1428851
